Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
CG538827599,C/CGB-JPN-1,"04",1-2,💚 Kiwi,US eBay,2025-01-06
CG539110065,C/CGB-JPN-1,"04",4-2,💜 Grape,US eBay,2025-05-31
CG539343289,C/CGB-JPN-1,"04",5-1,💜 Grape,US eBay,2025-11-16
CG539652411,C/CGB-JPN-1,"04",1-1,💜 Grape,US eBay,2024-09-08
CG539683590,C/CGB-JPN-1,"04",?-2,💜 Grape,US eBay,2025-06-19
CG540262890,C/CGB-JPN-1,"04",6-1,💛 Dandelion,US eBay,2025-01-13
CG540270215,C/CGB-JPN-1,"04",6-2,💛 Dandelion,US eBay,2025-05-30
CG540352973,C/CGB-JPN-1,"04",3-1,🩷 Berry,US eBay,2024-11-10
CG540768132,C/CGB-JPN-1,"04",3-2,💜 Grape,US eBay,2024-12-05
CG540855429,C/CGB-JPN-1,"04",4-2,💜 Grape,US eBay,2025-05-29
CG540920776,C/CGB-JPN-1,"04",5-1,💜 Grape,US eBay,2024-12-31
CG541143853,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-08-12
CG541151513,C/CGB-JPN-1,"04",6-2,💟 Atomic purple,US eBay,2024-11-07
CG541598400,C/CGB-JPN-1,"04",1-2,💛 Dandelion,US eBay,2025-06-04
CG542063723,C/CGB-JPN-1,"04",4-1,🩷 Berry,US eBay,2024-08-08
CG542065871,C/CGB-JPN-1,"04",?-1,🩵 Teal,US eBay,2024-09-21
CG542337398,C/CGB-JPN-1,"04",1-1,💚 Kiwi,UK eBay,2022-08-06
CG542687929,C/CGB-JPN-1,"04",3-2,💛 Dandelion,CA eBay,2025-11-17
CG542711211,C/CGB-JPN-1,"04",6-2,💛 Dandelion,US eBay,2025-11-17
CG543303071,C/CGB-JPN-1,"04",5-2,💜 Grape,US eBay,2024-12-11
CG543399869,C/CGB-JPN-1,"04",?-2,💜 Grape,US eBay,2025-06-20
CG544226638,C/CGB-JPN-1,"04",?-2,💟 Atomic purple,US eBay,2024-08-20
CG544341492,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-09-12
CG544542189,C/CGB-JPN-1,"04",6-2,💛 Dandelion,US eBay,2024-08-12
CG544656473,C/CGB-JPN-1,"04",5-1,💛 Dandelion,US eBay,2024-07-29
CG544670356,C/CGB-JPN-1,"04",1-2,💛 Dandelion,US eBay,2024-11-17
CG544798425,C/CGB-JPN-1,"04",5-2,💛 Dandelion,US eBay,2024-09-13
CG545190907,C/CGB-JPN-1,"04",1-1,🩷 Berry,US eBay,2025-11-01
CG545579054,C/CGB-JPN-1,"04",6-2,💚 Kiwi,US eBay,2024-11-10
CG545728667,C/CGB-JPN-1,"04",?-2,💚 Kiwi,US eBay,2024-09-17
CG545797601,C/CGB-JPN-1,"04",3-2,💚 Kiwi,US eBay,2024-11-15
CG546118597,C/CGB-JPN-1,"04",2-1,🩷 Berry,US eBay,2024-09-12
CG546955314,C/CGB-JPN-1,"04",2-2,💜 Grape,CA eBay,2024-08-12
CG547254164,C/CGB-JPN-1,"04",5-2,💜 Grape,US eBay,2024-11-06
CG547502975,C/CGB-JPN-1,"04",1-1,💜 Grape,US eBay,2025-10-07
CG547517092,C/CGB-JPN-1,"04",3-2,💜 Grape,US eBay,2025-05-20
CG547958420,C/CGB-JPN-1,"04",4-1,💛 Dandelion,US eBay,2024-09-01
CG548042357,C/CGB-JPN-1,"04",5-1,💛 Dandelion,US eBay,2024-09-10
CG548431137,C/CGB-JPN-1,"04",?-?,🩵 Teal,US eBay,2024-12-08
CG548622023,C/CGB-JPN-1,"04",4-1,🩵 Teal,US eBay,2024-12-07
CG548690749,C/CGB-JPN-1,"04",1-1,🩵 Teal,US eBay,2024-08-30
CG548765287,C/CGB-JPN-1,"04",5-1,💛 Dandelion,US eBay,2024-11-04
CG549112790,C/CGB-JPN-1,"04",5-2,🩷 Berry,UK eBay,2024-06-11
CG549172046,C/CGB-JPN-1,"04",3-1,🩷 Berry,US eBay,2024-07-29
CG549241414,C/CGB-JPN-1,"04",4-1,🩷 Berry,US eBay,2025-10-24
CG549405311,C/CGB-JPN-1,"04",3-2,💟 Atomic purple,US eBay,2025-10-25
CG549452421,C/CGB-JPN-1,"04",2-1,💟 Atomic purple,UK eBay,2024-06-03
CG549488932,C/CGB-JPN-1,"04",2-1,💟 Atomic purple,US eBay,2025-01-01
CG549536992,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-09-28
CG549594299,C/CGB-JPN-1,"04",?-2,💟 Atomic purple,US eBay,2024-08-19
CG549781262,C/CGB-JPN-1,"04",2-2,💟 Atomic purple,US eBay,2024-08-02
CG549801595,C/CGB-JPN-1,"04",4-2,💟 Atomic purple,US eBay,2024-12-05
CG549826918,C/CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2025-11-18
CG550064026,C/CGB-JPN-1,"04",6-2,💚 Kiwi,US eBay,2025-11-19
CG550297110,C/CGB-JPN-1,"04",2-2,💚 Kiwi,US @tlayne,2025-06-03
CG550326155,C/CGB-JPN-1,"04",3-1,🩵 Teal,US eBay,2025-01-13
CG550579681,C/CGB-JPN-1,"04",2-2,🩵 Teal,US eBay,2024-11-08
CG550615624,C/CGB-JPN-1,"04",6-1,🩵 Teal,US eBay,2024-11-24
CG550622172,C/CGB-JPN-1,"04",1-2,🩵 Teal,US eBay,2024-08-14
CG550739399,C/CGB-JPN-1,"04",6-1,🩵 Teal,US eBay,2025-11-27
CG551014334,C/CGB-JPN-1,"04",4-1,💟 Atomic purple,US eBay,2024-12-25
CG551114867,C/CGB-JPN-1,"04",6-?,💟 Atomic purple,US eBay,2024-09-01
CG551148183,C/CGB-JPN-1,"04",4-2,💟 Atomic purple,US eBay,2024-12-30
CG551354096,C/CGB-JPN-1,"04",4-1,💜 Grape,US eBay,2024-08-23
CG551605921,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,UK Vinted,2024-06-08
CG551773019,C/CGB-JPN-1,"04",1-2,🩵 Teal,CA eBay,2024-11-30
CG551988932,C/CGB-JPN-1,"04",2-2,💚 Kiwi,US eBay,2025-11-25
CG552127118,C/CGB-JPN-1,"04",6-1,💚 Kiwi,UK eBay,2022-07-10
CG552310855,C/CGB-JPN-1,"04",6-1,🩵 Teal,US eBay,2024-09-10
CG553537831,Missing,"04",6-1,💟 Atomic purple,UK eBay,2024-05-14
CG553833223,C/CGB-JPN-1,"04",6-2,💜 Grape,US eBay,2024-12-20
CG553960677,C/CGB-JPN-1,"04",3-1,💜 Grape,US eBay,2025-01-17
CG554186311,C/CGB-JPN-1,"04",?-2,💚 Kiwi,US eBay,2025-05-30
CG554198451,C/CGB-JPN-1,"04",6-1,💚 Kiwi,US eBay,2025-01-19
CG554199632,C/CGB-JPN-1,"04",2-2,💚 Kiwi,US eBay,2024-09-12
CG554273042,C/CGB-JPN-1,"04",4-1,💚 Kiwi,US eBay,2024-12-12
CG554316893,C/CGB-JPN-1,"04",3-1,💚 Kiwi,UK eBay,2023-05-30
CG554393894,Missing,"04",4-1,💚 Kiwi,US eBay,2024-11-04
CG554524229,C/CGB-JPN-1,"04",?-?,💚 Kiwi,US eBay,2025-11-30
CG554526827,C/CGB-JPN-1,"04",1-2,💚 Kiwi,US eBay,2025-08-11
CG554538721,C/CGB-JPN-1,"04",2-2,💚 Kiwi,UK eBay,2023-06-21
CG554569800,C/CGB-JPN-1,"04",6-2,🩵 Teal,US eBay,2024-08-30
CG555004133,C/CGB-JPN-1,"04",2-1,🩵 Teal,US eBay,2025-06-04
CG555107964,C/CGB-JPN-1,"04",2-2,🩵 Teal,US eBay,2024-11-13
CG555350773,C/CGB-JPN-1,"04",3-2,🩷 Berry,US eBay,2024-08-02
CG555352005,C/CGB-JPN-1,"04",4-2,🩷 Berry,US eBay,2024-09-17
CG555558360,C/CGB-JPN-1,"04",6-1,💜 Grape,CA eBay,2024-11-18
CG555609376,C/CGB-JPN-1,"04",4-2,💛 Dandelion,CA eBay,2025-01-16
CG555952847,C/CGB-JPN-1,"04",6-1,🩵 Teal,CA eBay,2025-11-20
CG556158972,C/CGB-JPN-1,"04",2-1,💟 Atomic purple,US eBay,2024-08-28
CG556185602,C/CGB-JPN-1,"04",6-1,💟 Atomic purple,US eBay,2024-08-10
CG556274504,C/CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2024-09-11
CG556430641,C/CGB-JPN-1,"04",4-1,💟 Atomic purple,UK eBay,2024-06-09
CG557181542,C/CGB-JPN-1,"04",3-2,💜 Grape,US eBay,2024-11-04
CG557316548,C/CGB-JPN-1,"04",1-2,💜 Grape,US eBay,2025-11-04
CG557574078,C/CGB-JPN-1,"04",4-2,💛 Dandelion,US eBay,2024-12-12
CG557920851,C/CGB-JPN-1,"04",3-1,💚 Kiwi,US eBay,2025-11-17
CG558023407,C/CGB-JPN-1,"04",2-2,💚 Kiwi,US eBay,2025-11-21
CG558125668,C/CGB-JPN-1,"04",5-2,🩷 Berry,US eBay,2025-01-01
CG558340412,C/CGB-JPN-1,"04",1-2,💟 Atomic purple,UK eBay,2024-05-14
CG558636157,C/CGB-JPN-1,"04",5-1,💟 Atomic purple,US eBay,2025-11-27
CG558646651,C/CGB-JPN-1,"04",6-2,💟 Atomic purple,US eBay,2024-11-07
CG559076105,C/CGB-JPN-1,"04",2-1,💟 Atomic purple,US eBay,2024-12-31
CG559114210,C/CGB-JPN-1,"04",5-1,💟 Atomic purple,US eBay,2024-12-31
CG559186996,C/CGB-JPN-1,"04",6-1,💟 Atomic purple,US eBay,2025-06-04
CG559259041,Missing,"04",5-1,💟 Atomic purple,US eBay,2024-11-24
CG559418011,C/CGB-JPN-1,"04",6-1,💜 Grape,US eBay,2025-11-12
CG559755079,C/CGB-JPN-1,"04",6-2,💜 Grape,US eBay,2025-11-19
CG559967601,C/CGB-JPN-1,"04",2-2,💜 Grape,US eBay,2024-12-09
CG559969728,C/CGB-JPN-1,"04",2-2,💜 Grape,US eBay,2025-06-02
CG560349694,C/CGB-JPN-1,"04",?-2,💚 Kiwi,UK eBay,2024-07-23
CG560928066,C/CGB-JPN-1,"04",5-1,🩷 Berry,US eBay,2024-11-17
CG562075850,C/CGB-JPN-1,"04",6-1,💟 Atomic purple,CA eBay,2025-05-29
CG562233830,C/CGB-JPN-1,"04",2-2,🩵 Teal,US eBay,2025-10-17
CG562570201,Missing,"04",3-2,💟 Atomic purple,US eBay,2024-11-23
CG562779956,C/CGB-JPN-1,"04",2-2,💜 Grape,US eBay,2025-11-21
CG563172374,C/CGB-JPN-1,"04",2-1,💟 Atomic purple,UK eBay,2024-07-08
CG563468149,C/CGB-JPN-1,"04",?-2,💜 Grape,US eBay,2024-09-17
CG563769680,C/CGB-JPN-1,"04",2-1,💜 Grape,US eBay,2025-10-24
CG563800086,C/CGB-JPN-1,"04",2-2,💜 Grape,US eBay,2024-11-06
CG563851538,C/CGB-JPN-1,"04",5-2,💛 Dandelion,US eBay,2024-09-13
CG564053627,C/CGB-JPN-1,"04",5-1,🩷 Berry,US eBay,2025-11-16
CG564226595,C/CGB-JPN-1,"04",1-1,🩷 Berry,US eBay,2024-11-08
CG564360985,C/CGB-JPN-1,"04",6-1,💛 Dandelion,US eBay,2025-11-20
CG564427329,C/CGB-JPN-1,"04",2-2,💛 Dandelion,US eBay,2024-11-30
CG564588334,C/CGB-JPN-1,"04",5-2,💛 Dandelion,US eBay,2025-11-21
CG564800290,C/CGB-JPN-1,"04",?-?,💟 Atomic purple,CA eBay,2024-09-28
CG564800689,C/CGB-JPN-1,"04",?-2,💟 Atomic purple,CA eBay,2024-09-27
CG564948947,C/CGB-JPN-1,"04",4-1,🩵 Teal,CA eBay,2024-08-12
CG565054128,C/CGB-JPN-1,"04",6-2,🩵 Teal,CA eBay,2025-11-18
CG565106193,C/CGB-JPN-1,"04",?-1,💚 Kiwi,US eBay,2025-01-11
CG565393531,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-12-15
CG565522825,C/CGB-JPN-1,"04",3-2,💚 Kiwi,UK eBay,2023-05-02
CG565737847,C/CGB-JPN-2,"04",?-1,💛 Dandelion,US eBay,2024-12-05
CG565743138,C/CGB-JPN-2,"04",5-1,💛 Dandelion,US eBay,2025-10-08
CG565822826,C/CGB-JPN-2,"04",5-1,💛 Dandelion,US eBay,2024-12-31
CG565979278,C/CGB-JPN-2,"04",3-2,💜 Grape,US eBay,2024-08-07
CG566019966,C/CGB-JPN-2,"04",4-1,💜 Grape,US eBay,2025-01-17
CG566081864,C/CGB-JPN-2,"04",3-2,💜 Grape,US eBay,2024-11-11
CG566096974,C/CGB-JPN-2,"04",?-?,💜 Grape,US eBay,2025-01-16
CG566244245,C/CGB-JPN-2,"04",?-?,💟 Atomic purple,US eBay,2025-01-20
CG566508255,C/CGB-JPN-2,"04",4-1,💟 Atomic purple,US eBay,2025-11-20
CG566703384,C/CGB-JPN-2,"04",1-2,💟 Atomic purple,US eBay,2024-11-19
CG566991309,C/CGB-JPN-2,"04",2-1,💚 Kiwi,US eBay,2024-12-15
CG567387125,C/CGB-JPN-2,"04",5-2,💛 Dandelion,US eBay,2025-12-01
CG567448413,C/CGB-JPN-2,"04",?-?,💛 Dandelion,US eBay,2025-11-17
CG567576482,C/CGB-JPN-2,"04",1-1,💛 Dandelion,US eBay,2024-12-20
CG567727402,C/CGB-JPN-2,"04",3-2,💛 Dandelion,US eBay,2024-11-29
CG568063929,C/CGB-JPN-2,"04",6-1,💜 Grape,US eBay,2024-12-30
CG568066418,C/CGB-JPN-2,"04",3-1,💜 Grape,US eBay,2025-01-01
CG568313017,C/CGB-JPN-2,"04",4-2,💟 Atomic purple,CA eBay,2024-09-10
CG568560282,C/CGB-JPN-2,"04",6-1,🩵 Teal,CA eBay,2025-11-29
CG568580181,C/CGB-JPN-2,"04",?-?,🩵 Teal,CA eBay,2025-08-07
CG568811469,C/CGB-JPN-2,"04",1-2,💚 Kiwi,US eBay,2024-11-17
CG569493343,C/CGB-JPN-2,"04",?-?,💛 Dandelion,US eBay,2025-01-16
CG569509051,C/CGB-JPN-2,"04",1-1,💛 Dandelion,US eBay,2024-11-24
CG569600802,C/CGB-JPN-2,"04",?-?,🩷 Berry,US eBay,2025-01-13
CG569687360,C/CGB-JPN-2,"04",?-?,🩷 Berry,US eBay,2024-11-23
CG569884639,C/CGB-JPN-2,"05",1-1,💚 Kiwi,US eBay,2025-01-20
CG570138608,C/CGB-JPN-2,"04",4-1,💟 Atomic purple,UK eBay,2024-04-25
CG570239336,C/CGB-JPN-2,"05",1-8,💚 Kiwi,US eBay,2024-11-23
CG570386757,C/CGB-JPN-2,"05",2-8,💚 Kiwi,US eBay,2024-09-08
CG571358210,C/CGB-JPN-2,"05",1-6,🩷 Berry,US eBay,2025-10-28
CG571459627,C/CGB-JPN-2,"05",2-4,🩷 Berry,US eBay,2024-12-07
CG571656798,C/CGB-JPN-2,"05",1-1,💛 Dandelion,US eBay,2025-11-22
CG571657948,C/CGB-JPN-2,"05",2-1,💛 Dandelion,US eBay,2025-01-15
CG571828003,C/CGB-JPN-2,"05",2-6,💛 Dandelion,US eBay,2025-10-25
CG571871146,C/CGB-JPN-2,"05",1-9,💛 Dandelion,US eBay,2025-11-06
CG571909535,C/CGB-JPN-2,"05",2-7,💛 Dandelion,US eBay,2024-11-15
CG572235923,C/CGB-JPN-2,"05",?-2,💟 Atomic purple,US eBay,2024-11-25
CG572409102,C/CGB-JPN-2,"05",1-7,💟 Atomic purple,US eBay,2024-12-05
CG572505804,C/CGB-JPN-2,"05",2-6,💟 Atomic purple,UK eBay,2024-08-26
CG573584877,C/CGB-JPN-2,"05",1-2,💚 Kiwi,US eBay,2024-08-12
CG573735262,C/CGB-JPN-2,"05",?-5,💚 Kiwi,US eBay,2024-12-30
CG574095785,C/CGB-JPN-2,"05",2-2,💚 Kiwi,US eBay,2024-08-15
CG574100250,C/CGB-JPN-2,"05",2-8,💚 Kiwi,US eBay,2025-01-31
CG574127479,C/CGB-JPN-2,"05",1-3,💚 Kiwi,US eBay,2024-11-15
CG574212281,C/CGB-JPN-2,"05",2-4,💚 Kiwi,US eBay,2024-11-10
CG574546553,C/CGB-JPN-2,"05",1-9,💛 Dandelion,US eBay,2025-05-31
CG574560160,C/CGB-JPN-2,"05",2-5,💛 Dandelion,US eBay,2025-10-16
CG574629812,C/CGB-JPN-2,"05",1-?,💛 Dandelion,US eBay,2024-09-11
CG574824644,Missing,"05",1-1,💜 Grape,US eBay,2025-05-21
CG575290073,C/CGB-JPN-2,"05",1-?,🩷 Berry,US eBay,2024-12-05
CG575627725,C/CGB-JPN-2,"05",1-9,🩷 Berry,US eBay,2025-11-16
CG575730371,C/CGB-JPN-2,"05",2-7,🩷 Berry,US eBay,2025-11-30
CG575867862,C/CGB-JPN-2,"05",1-4,💜 Grape,US eBay,2024-11-08
CG576188584,C/CGB-JPN-2,"05",1-4,💟 Atomic purple,US eBay,2025-11-18
CG576232140,C/CGB-JPN-2,"05",1-6,💟 Atomic purple,US eBay,2025-11-17
CG576235349,C/CGB-JPN-2,"05",1-3,💟 Atomic purple,US eBay,2024-08-13
CG576373379,C/CGB-JPN-2,"05",2-6,💟 Atomic purple,US eBay,2024-08-16
CG576415079,C/CGB-JPN-2,"05",2-3,💟 Atomic purple,US eBay,2025-11-30
CG576558288,C/CGB-JPN-2,"05",2-2,💟 Atomic purple,US eBay,2024-08-02
CG576862682,C/CGB-JPN-2,"05",1-2,💚 Kiwi,US eBay,2025-11-25
CG577033494,C/CGB-JPN-2,"05",2-6,🩵 Teal,US eBay,2025-11-03
CG577228074,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-11-16
CG577237120,C/CGB-JPN-2,"05",1-6,🩵 Teal,US eBay,2025-11-01
CG577267783,C/CGB-JPN-2,"05",2-7,🩵 Teal,US eBay,2025-11-30
CG577491591,C/CGB-JPN-2,"05",2-7,🩷 Berry,US eBay,2025-11-28
CG577591949,C/CGB-JPN-2,"05",1-2,💜 Grape,US eBay,2025-11-06
CG577732151,C/CGB-JPN-2,"05",1-2,💛 Dandelion,US eBay,2025-11-11
CG577740439,C/CGB-JPN-2,"05",2-5,💛 Dandelion,US eBay,2024-12-12
CG577804582,C/CGB-JPN-2,"05",2-4,💛 Dandelion,US eBay,2025-11-16
CG577943021,C/CGB-JPN-2,"05",1-2,💜 Grape,CA eBay,2025-01-06
CG578502500,C/CGB-JPN-2,"05",1-6,💚 Kiwi,UK eBay,2024-11-24
CG578570349,C/CGB-JPN-2,"05",?-?,💚 Kiwi,US eBay,2025-11-11
CG578601920,C/CGB-JPN-2,"05",2-9,💚 Kiwi,US eBay,2023-04-14
CG578732914,C/CGB-JPN-2,"05",2-1,💚 Kiwi,US eBay,2024-11-30
CG578799986,C/CGB-JPN-2,"05",2-6,💚 Kiwi,US eBay,2024-09-11
CG579150557,C/CGB-JPN-2,"05",2-9,💚 Kiwi,US eBay,2025-06-06
CG579186327,C/CGB-JPN-2,"05",2-6,💚 Kiwi,US eBay,2025-11-01
CG579312986,C/CGB-JPN-2,"05",2-2,💛 Dandelion,US eBay,2025-11-21
CG579376360,C/CGB-JPN-2,"05",1-3,💛 Dandelion,US eBay,2025-11-30
CG579519637,C/CGB-JPN-2,"05",1-4,🩷 Berry,US eBay,2024-11-15
CG579535354,C/CGB-JPN-2,"05",2-5,🩷 Berry,US eBay,2025-06-04
CG579542741,C/CGB-JPN-2,"05",1-8,🩷 Berry,US eBay,2025-06-06
CG579627028,C/CGB-JPN-2,"05",1-8,🩷 Berry,US eBay,2025-11-30
CG579632961,C/CGB-JPN-2,"05",2-9,🩷 Berry,US eBay,2025-11-30
CG579915736,C/CGB-JPN-2,"05",1-3,💟 Atomic purple,US eBay,2024-12-09
CG579932979,C/CGB-JPN-2,"05",2-8,💟 Atomic purple,US eBay,2024-12-06
CG580280526,C/CGB-JPN-2,"05",2-6,💜 Grape,US eBay,2025-10-23
CG580301825,Missing,"05",2-5,💜 Grape,US eBay,2024-11-06
CG580396470,C/CGB-JPN-2,"05",1-5,💜 Grape,UK eBay,2024-08-12
CG580405127,C/CGB-JPN-2,"05",2-1,💜 Grape,US eBay,2024-11-30
CG580470774,C/CGB-JPN-2,"05",2-3,💜 Grape,US eBay,2025-11-26
CG580536456,C/CGB-JPN-2,"05",2-2,💜 Grape,US eBay,2024-09-08
CG580778122,C/CGB-JPN-2,"05",1-8,💚 Kiwi,US eBay,2024-08-13
CG580920934,C/CGB-JPN-2,"05",2-3,💚 Kiwi,US eBay,2024-12-06
CG581037853,C/CGB-JPN-2,"05",1-?,💚 Kiwi,US eBay,2025-11-25
CG581105897,C/CGB-JPN-2,"05",1-3,💚 Kiwi,US eBay,2025-10-08
CG581195836,C/CGB-JPN-2,"05",1-?,💚 Kiwi,US eBay,2025-01-13
CG581219297,C/CGB-JPN-2,"05",2-8,💚 Kiwi,US eBay,2024-12-06
CG581320818,C/CGB-JPN-2,"05",?-8,💚 Kiwi,US eBay,2024-11-27
CG581443951,C/CGB-JPN-2,"05",2-4,💚 Kiwi,US eBay,2024-11-09
CG581597029,C/CGB-JPN-2,"05",1-9,🩷 Berry,UK eBay,2024-09-14
CG582169126,C/CGB-JPN-2,"05",?-6,💟 Atomic purple,US eBay,2025-11-12
CG582267990,C/CGB-JPN-2,"05",1-5,💟 Atomic purple,US eBay,2025-06-04
CG582312850,C/CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2024-11-25
CG582532562,C/CGB-JPN-2,"05",2-4,💜 Grape,US eBay,2025-11-05
CG582721980,C/CGB-JPN-2,"05",2-2,💚 Kiwi,US eBay,2025-01-13
CG582722482,C/CGB-JPN-2,"05",1-6,💚 Kiwi,US eBay,2024-12-07
CG582731781,C/CGB-JPN-2,"05",2-8,💚 Kiwi,US eBay,2025-11-25
CG583016979,C/CGB-JPN-2,"05",2-6,💟 Atomic purple,US eBay,2025-11-30
CG583151410,C/CGB-JPN-2,"05",1-9,💛 Dandelion,US eBay,2024-08-13
CG583202587,C/CGB-JPN-2,"05",2-9,💛 Dandelion,US eBay,2024-10-29
CG583511337,Missing,"05",2-1,💜 Grape,US eBay,2024-08-17
CG583839592,C/CGB-JPN-2,"05",2-?,💜 Grape,US eBay,2024-11-19
CG583960326,C/CGB-JPN-2,"03",4-1,💜 Grape,US eBay,2024-12-22
CG584095225,C/CGB-JPN-2,"05",1-9,💜 Grape,US eBay,2025-11-19
CG584253564,C/CGB-JPN-2,"05",2-7,💜 Grape,US eBay,2024-08-12
CG584404171,C/CGB-JPN-2,"05",1-?,💛 Dandelion,US eBay,2025-05-30
CG584681497,C/CGB-JPN-2,"05",1-7,💛 Dandelion,US eBay,2024-11-13
CG584755747,C/CGB-JPN-2,"05",2-9,🩷 Berry,US eBay,2025-01-14
CG584774953,C/CGB-JPN-2,"05",1-3,🩷 Berry,US eBay,2025-11-19
CG584901250,C/CGB-JPN-2,"05",2-1,💚 Kiwi,US eBay,2024-09-15
CG584981078,C/CGB-JPN-2,"05",1-7,💚 Kiwi,US eBay,2024-12-20
CG585747895,C/CGB-JPN-2,"05",1-5,💜 Grape,US eBay,2025-11-26
CG586203635,C/CGB-JPN-2,"05",2-4,💜 Grape,US eBay,2025-11-21
CG586460588,C/CGB-JPN-2,"05",1-5,💛 Dandelion,US eBay,2024-09-12
CG586598458,C/CGB-JPN-2,"05",1-?,💛 Dandelion,US eBay,2024-11-26
CG586838110,C/CGB-JPN-2,"05",2-7,💛 Dandelion,US eBay,2025-06-04
CG586875986,C/CGB-JPN-2,"05",1-8,💛 Dandelion,US eBay,2024-12-08
CG586896783,C/CGB-JPN-2,"05",2-7,💛 Dandelion,US eBay,2025-05-20
CG587071172,C/CGB-JPN-2,"05",1-2,💚 Kiwi,US eBay,2024-09-09
CG587220754,C/CGB-JPN-2,"05",1-8,💚 Kiwi,US eBay,2024-09-11
CG587251307,C/CGB-JPN-2,"05",1-4,💚 Kiwi,US eBay,2025-11-16
CG587819644,C/CGB-JPN-2,"05",1-7,🩷 Berry,US eBay,2025-08-07
CG588077043,C/CGB-JPN-2,"05",2-2,🩷 Berry,US eBay,2025-10-23
CG588324154,C/CGB-JPN-2,"05",1-7,🩵 Teal,US eBay,2024-11-23
CG588496653,C/CGB-JPN-2,"05",2-9,🩵 Teal,US eBay,2025-06-04
CG588600258,C/CGB-JPN-2,"05",1-?,🩵 Teal,US eBay,2024-12-23
CG588625084,C/CGB-JPN-2,"05",1-7,🩵 Teal,US eBay,2025-11-03
CG588674747,C/CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-12-12
CG588754234,C/CGB-JPN-2,"05",1-?,🩵 Teal,US eBay,2025-11-13
CG589002877,C/CGB-JPN-2,"05",2-4,🩵 Teal,US eBay,2024-08-16
CG589206114,C/CGB-JPN-2,"05",?-?,💟 Atomic purple,US eBay,2025-11-25
CG589583703,C/CGB-JPN-2,"05",?-?,💚 Kiwi,US eBay,2025-11-16
CG589642257,C/CGB-JPN-2,"05",2-8,💚 Kiwi,UK eBay,2025-11-06
CG589676962,C/CGB-JPN-2,"05",1-?,💚 Kiwi,US eBay,2024-08-05
CG589760210,Missing,"05",1-8,🩵 Teal,US eBay,2024-11-17
CG590071046,C/CGB-JPN-2,"05",2-7,🩵 Teal,US eBay,2025-11-18
CG590537702,C/CGB-JPN-2,"05",1-8,💟 Atomic purple,US eBay,2025-10-24
CG590798264,C/CGB-JPN-2,"05",2-?,💟 Atomic purple,US eBay,2025-06-04
CG590838977,C/CGB-JPN-2,"05",2-?,💟 Atomic purple,US eBay,2024-08-30
CG590912677,C/CGB-JPN-2,"05",2-3,💟 Atomic purple,US eBay,2025-11-25
CG591332610,C/CGB-JPN-2,"05",2-4,💛 Dandelion,US eBay,2025-01-06
CG591407905,C/CGB-JPN-2,"05",2-3,💛 Dandelion,US eBay,2025-11-20
CG591410394,C/CGB-JPN-2,"05",1-1,💛 Dandelion,US eBay,2025-01-01
CG591538012,C/CGB-JPN-2,"05",1-3,🩷 Berry,US eBay,2025-10-07
CG591861578,C/CGB-JPN-2,"05",1-7,🩷 Berry,US eBay,2025-01-06
CG591876206,C/CGB-JPN-2,"05",2-2,🩷 Berry,US eBay,2025-12-01
CG592173656,C/CGB-JPN-2,"05",2-9,💚 Kiwi,US eBay,2024-11-23
CG592309512,C/CGB-JPN-2,"05",1-5,💚 Kiwi,US eBay,2024-08-02
CG592732945,C/CGB-JPN-2,"05",2-7,💚 Kiwi,CA eBay,2024-11-28
CG592737278,C/CGB-JPN-2,"05",1-2,💚 Kiwi,UK eBay,2022-06-30
CG592990307,C/CGB-JPN-2,"05",2-4,🩵 Teal,US eBay,2025-11-03
CG593442539,C/CGB-JPN-2,"05",1-6,💚 Kiwi,US eBay,2025-11-12
CG593476398,C/CGB-JPN-2,"05",2-5,💚 Kiwi,US eBay,2024-09-16
CG593480982,C/CGB-JPN-2,"05",?-5,💚 Kiwi,US eBay,2025-11-11
CG593620395,C/CGB-JPN-2,"05",1-2,🩷 Berry,US eBay,2024-12-05
CG593658862,C/CGB-JPN-2,"05",1-2,🩷 Berry,US eBay,2024-12-31
CG593791675,C/CGB-JPN-2,"05",?-?,🩷 Berry,UK eBay,2022-08-09
CG593884575,C/CGB-JPN-2,"05",2-4,🩷 Berry,US eBay,2025-11-19
CG593956289,C/CGB-JPN-2,"05",2-1,💟 Atomic purple,US eBay,2025-01-01
CG594187712,C/CGB-JPN-2,"05",2-3,💟 Atomic purple,US eBay,2025-11-29
CG594253936,C/CGB-JPN-2,"05",2-1,💛 Dandelion,US eBay,2025-01-16
CG594284657,C/CGB-JPN-2,"05",2-4,💛 Dandelion,US eBay,2025-01-03
