Serial number,Model,PCB #,Panel (A-B),Shell,Source,Date
CG156320038,CGB-JPN-1,"04",1-2,💚 Kiwi,US eBay,2024-08-28
CG156362281,CGB-JPN-1,"04",1-1,💚 Kiwi,US eBay,2025-11-19
CG156432007,CGB-JPN-1,"04",10-1,🩵 Teal,US eBay,2024-09-01
CG156546582,CGB-JPN-1,"04",5-2,🩵 Teal,US eBay,2024-11-24
CG156580944,CGB-JPN-1,"04",1-1,🩵 Teal,US eBay,2025-06-04
CG156657080,CGB-JPN-1,"04",9-2,🩵 Teal,JO eBay,2024-11-19
CG157063484,CGB-JPN-1,"04",?-?,🩵 Teal,US eBay,2025-11-25
CG157074039,CGB-JPN-1,"04",12-1,🩵 Teal,US eBay,2024-09-14
CG157154618,CGB-JPN-1,"04",3-1,🩵 Teal,US eBay,2024-09-15
CG157571583,CGB-JPN-1,"04",1-1,🩵 Teal,US eBay,2025-11-13
CG157572559,CGB-JPN-1,"04",1-2,🩵 Teal,US eBay,2025-06-04
CG157778500,CGB-JPN-1,"04",4-1,🩵 Teal,US eBay,2025-10-17
CG157879849,CGB-JPN-1,"04",6-2,🩵 Teal,US eBay,2024-12-05
CG158195443,CGB-JPN-1,"04",?-?,💚 Kiwi,US eBay,2024-11-28
CG158341710,CGB-JPN-1,"04",2-2,💚 Kiwi,US eBay,2025-10-25
CG158742296,CGB-JPN-1,"04",3-2,🩵 Teal,UK eBay,2025-01-12
CG158816867,CGB-JPN-1,"04",1-2,🩵 Teal,US eBay,2024-09-15
CG159403127,CGB-JPN-1,"04",?-?,💚 Kiwi,US eBay,2025-08-07
CG159406791,CGB-JPN-1,"04",11-2,💚 Kiwi,US eBay,2025-10-07
CG159847662,CGB-JPN-1,"04",1-1,💚 Kiwi,US eBay,2025-01-07
CG160075450,CGB-JPN-1,"04",2-1,🩵 Teal,US eBay,2024-08-12
CG160414556,CGB-JPN-1,"04",4-2,🩵 Teal,US eBay,2024-11-19
CG160416864,CGB-JPN-1,"04",4-1,🩵 Teal,US eBay,2025-11-25
CG160700734,CGB-JPN-1,"04",1-1,💚 Kiwi,US eBay,2024-09-01
CG161331241,CGB-JPN-1,"04",1-2,💚 Kiwi,US eBay,2025-11-05
CG161550901,CGB-JPN-2,"04",?-?,💟 Atomic purple,US eBay,2025-11-22
CG161613866,CGB-JPN-1,"04",4-1,🩵 Teal,US eBay,2024-11-19
CG161643696,CGB-JPN-2,"04",11-1,🩵 Teal,US eBay,2025-11-08
CG161829168,CGB-JPN-1,"04",10-2,🩵 Teal,US eBay,2024-11-17
CG161942010,CGB-JPN-2,"04",11-1,🩵 Teal,US eBay,2024-08-04
CG161967273,CGB-JPN-2,"04",1-2,🩵 Teal,US eBay,2024-11-04
CG162395884,CGB-JPN-2,"04",1-1,🩵 Teal,US eBay,2025-01-04
CG163264592,CGB-JPN-2,"04",1-2,🩵 Teal,US eBay,2024-11-09
CG163272559,CGB-JPN-2,"04",3-2,🩵 Teal,US eBay,2024-08-13
CG163285177,CGB-JPN-2,"04",1-2,🩵 Teal,gbhwdb.gekkio.fi,2023-05-30
CG163498256,CGB-JPN-2,"04",9-1,🩵 Teal,US eBay,2024-11-18
CG163795904,CGB-JPN-2,"04",1-1,💟 Atomic purple,US eBay,2025-05-29
CG163883366,CGB-JPN-2,"04",4-1,🩵 Teal,US eBay,2025-11-29
CG163997599,CGB-JPN-2,"04",1-1,🩵 Teal,US eBay,2025-11-29
CG164057933,CGB-JPN-2,"04",7-1,🩵 Teal,US eBay,2025-11-29
CG164134443,CGB-JPN-2,"04",1-1,💟 Atomic purple,US eBay,2024-12-06
CG164324707,Missing,"04",1-1,💟 Atomic purple,US eBay,2025-01-06
CG164350997,CGB-JPN-2,"04",?-2,💟 Atomic purple,US eBay,2024-12-24
CG164355985,CGB-JPN-2,"04",1-2,💟 Atomic purple,US eBay,2025-05-21
CG164379233,CGB-JPN-2,"04",6-2,💟 Atomic purple,US eBay,2025-01-13
CG164461198,CGB-JPN-2,"04",?-1,💟 Atomic purple,US eBay,2025-11-28
CG164750803,Missing,"04",1-2,💟 Atomic purple,US eBay,2025-10-15
CG164969021,CGB-JPN-2,"04",3-1,💟 Atomic purple,US eBay,2025-05-30
CG164994719,CGB-JPN-2,"04",1-2,💟 Atomic purple,UK eBay,2023-05-07
CG165036715,CGB-JPN-2,"04",5-1,🩵 Teal,US eBay,2024-11-09
CG165047575,CGB-JPN-2,"04",2-1,🩵 Teal,US eBay,2024-08-30
CG165149644,CGB-JPN-2,"04",3-1,🩵 Teal,US eBay,2024-12-24
CG165705659,CGB-JPN-2,"04",10-2,💟 Atomic purple,US eBay,2025-05-20
CG165828518,CGB-JPN-2,"04",1-1,🩵 Teal,US eBay,2024-12-08
CG166286546,CGB-JPN-2,"04",1-2,💟 Atomic purple,US eBay,2024-08-14
CG166295432,Missing,"04",1-1,💟 Atomic purple,US eBay,2024-08-10
CG166460359,CGB-JPN-2,"04",?-?,💟 Atomic purple,US eBay,2024-09-04
CG166525188,CGB-JPN-2,"04",1-1,🩵 Teal,US eBay,2024-09-14
CG166567256,CGB-JPN-2,"04",1-2,🩵 Teal,US eBay,2024-08-22
CG166935543,CGB-JPN-2,"04",4-?,🩵 Teal,US eBay,2024-12-06
CG167166113,CGB-JPN-2,"04",12-1,💟 Atomic purple,US eBay,2024-08-23
CG167574819,CGB-JPN-2,"04",2-2,🩵 Teal,US eBay,2024-09-12
CG167948276,CGB-JPN-2,"05",1-1,🩵 Teal,US eBay,2025-11-11
CG167999353,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-11-26
CG168461965,CGB-JPN-2,"05",1-1,💟 Atomic purple,US eBay,2025-11-26
CG168558818,CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2025-11-11
CG168567773,CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2024-08-02
CG168663666,CGB-JPN-2,"05",10-2,🩵 Teal,US eBay,2024-09-08
CG169245045,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-09-12
CG169321862,CGB-JPN-2,"05",1-1,🩵 Teal,US eBay,2025-11-19
CG169533838,CGB-JPN-2,"05",6-2,💟 Atomic purple,US eBay,2025-01-07
CG169603159,CGB-JPN-2,"05",3-1,💟 Atomic purple,UK Vinted,2023-05-21
CG169624925,CGB-JPN-2,"05",1-1,💟 Atomic purple,US eBay,2025-10-16
CG170055770,CGB-JPN-2,"05",6-1,🩵 Teal,US eBay,2025-11-17
CG170349633,CGB-JPN-2,"05",4-1,💟 Atomic purple,US eBay,2025-11-28
CG170500423,CGB-JPN-2,"05",4-1,💟 Atomic purple,US eBay,2025-11-29
CG170684253,CGB-JPN-2,"05",1-1,💚 Kiwi,US eBay,2024-08-18
CG170700137,CGB-JPN-2,"05",6-2,🩵 Teal,US eBay,2024-11-17
CG170980324,CGB-JPN-2,"05",6-1,💟 Atomic purple,US eBay,2024-12-08
CG171087534,CGB-JPN-2,"05",6-2,🩵 Teal,US eBay,2025-11-25
CG171145944,CGB-JPN-2,"05",?-1,💟 Atomic purple,US eBay,2024-09-28
CG171190548,CGB-JPN-2,"05",6-1,🩵 Teal,US eBay,2024-08-14
CG171787588,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-09-16
CG171813263,Missing,"05",4-1,🩵 Teal,US eBay,2024-08-30
CG171939536,CGB-JPN-2,"05",1-1,💟 Atomic purple,US eBay,2025-06-04
CG172547198,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-06-20
CG172589525,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-08-11
CG172644989,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2024-08-29
CG172723813,CGB-JPN-2,"05",6-2,🩵 Teal,US eBay,2024-11-30
CG172925835,CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2025-01-01
CG172978619,CGB-JPN-2,"05",1-1,💟 Atomic purple,US eBay,2024-07-29
CG173282906,CGB-JPN-2,"05",4-1,💟 Atomic purple,US eBay,2024-09-11
CG173900725,CGB-JPN-2,"05",?-2,🩵 Teal,US eBay,2025-05-27
CG173923045,CGB-JPN-2,"05",1-2,🩵 Teal,US eBay,2025-10-25
CG174153472,CGB-JPN-2,"05",1-1,💟 Atomic purple,US eBay,2024-12-23
CG174237721,CGB-JPN-2,"05",12-2,💟 Atomic purple,US eBay,2025-01-04
CG174442811,CGB-JPN-2,"05",?-2,🩵 Teal,US eBay,2025-11-26
CG174523480,CGB-JPN-2,"05",1-1,🩵 Teal,US eBay,2025-05-30
CG174542825,CGB-JPN-2,"05",1-2,🩵 Teal,UK eBay,2023-05-14
CG174818166,CGB-JPN-2,"05",?-?,🩵 Teal,US eBay,2025-11-13
CG174844745,CGB-JPN-2,"05",2-2,🩵 Teal,US eBay,2025-10-08
CG174963279,CGB-JPN-2,"05",1-1,🩵 Teal,US eBay,2025-11-19
CG175029615,CGB-JPN-2,"05",5-2,🩵 Teal,US eBay,2024-11-11
CG175112775,CGB-JPN-2,"05",5-2,🩵 Teal,US eBay,2024-08-15
CG175189760,CGB-JPN-2,"05",?-?,🩵 Teal,US eBay,2025-11-06
CG175338250,CGB-JPN-2,"05",4-1,🩵 Teal,US eBay,2024-10-26
CG175390340,Missing,"05",?-?,🩵 Teal,US eBay,2025-06-04
CG175682841,CGB-JPN-2,"05",12-1,💟 Atomic purple,US eBay,2025-01-15
CG175774409,CGB-JPN-2,"05",1-3,💟 Atomic purple,US eBay,2024-08-31
CG175831072,CGB-JPN-2,"05",5-1,💟 Atomic purple,US eBay,2024-07-27
CG176843647,CGB-JPN-2,"05",1-2,💟 Atomic purple,US eBay,2025-01-03
CG177054974,CGB-JPN-2,"05",5-2,🩵 Teal,US eBay,2025-11-05
CG177293151,CGB-JPN-2,"05",?-1,💟 Atomic purple,US eBay,2024-08-15
CG177296169,CGB-JPN-2,"05",1-?,💟 Atomic purple,US eBay,2024-08-27
CG177497931,CGB-JPN-2,"05",4-1,🩵 Teal,US eBay,2025-11-30
CG177563674,CGB-JPN-2,"06",3-2,🩵 Teal,UK eBay,2023-05-18
CG177709768,CGB-JPN-2,"06",1-2,💟 Atomic purple,UK Vinted,2023-05-30
CG177848764,CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2024-09-08
CG177902077,CGB-JPN-2,"06",1-1,💟 Atomic purple,US eBay,2024-08-14
CG177937505,CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2024-11-17
CG178128100,CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2025-11-16
CG178248402,CGB-JPN-2,"06",1-1,💟 Atomic purple,US eBay,2025-11-17
CG178291217,CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2024-08-23
CG178367707,CGB-JPN-2,"06",1-2,💟 Atomic purple,US eBay,2025-11-11
CG178436380,CGB-JPN-2,"06",1-1,💟 Atomic purple,US eBay,2024-08-14
CG500127825,C/CGB-JPN-1,Blank,1-1,💜 Grape,US eBay,2025-06-04
CG500145638,C/CGB-JPN-1,Blank,4-2,💜 Grape,US eBay,2025-10-24
CG500363865,C/CGB-JPN-1,Blank,3-1,💜 Grape,US eBay,2024-11-08
CG500497669,C/CGB-JPN-1,Blank,3-1,💜 Grape,US eBay,2025-11-12
CG500520312,C/CGB-JPN-1,Blank,3-1,💜 Grape,US eBay,2025-06-04
CG500540358,C/CGB-JPN-1,Blank,2-2,💜 Grape,US eBay,2024-09-12
CG500655410,C/CGB-JPN-1,Blank,2-1,💜 Grape,US eBay,2025-01-22
CG500931682,C/CGB-JPN-1,Blank,2-2,💜 Grape,US eBay,2025-11-25
CG500994335,C/CGB-JPN-1,Blank,4-1,💜 Grape,US eBay,2024-12-05
CG501111472,C/CGB-JPN-1,Blank,4-1,💜 Grape,US eBay,2024-08-09
CG501222697,C/CGB-JPN-1,Blank,6-2,💜 Grape,US eBay,2024-11-17
CG501324070,C/CGB-JPN-1,Blank,4-2,💜 Grape,US eBay,2024-08-11
CG501327521,C/CGB-JPN-1,Blank,2-1,💜 Grape,US eBay,2024-09-12
CG501331146,C/CGB-JPN-1,Blank,5-1,💜 Grape,US eBay,2025-06-04
CG501618766,C/CGB-JPN-1,Blank,2-1,💜 Grape,US eBay,2024-09-01
CG501835651,C/CGB-JPN-1,Blank,1-2,💜 Grape,US eBay,2025-05-27
CG502064784,C/CGB-JPN-1,"02",4-2,💜 Grape,US eBay,2025-11-19
CG502357275,C/CGB-JPN-1,"02",?-2,💜 Grape,US eBay,2024-10-29
CG502377570,C/CGB-JPN-1,"02",?-?,💜 Grape,US eBay,2025-11-22
CG502553844,Missing,"02",1-2,💜 Grape,US eBay,2025-05-27
CG502644979,C/CGB-JPN-1,"02",3-2,💜 Grape,US eBay,2025-11-26
CG502669873,C/CGB-JPN-1,"02",6-1,💜 Grape,US eBay,2024-08-14
CG502896606,C/CGB-JPN-1,"02",3-2,💜 Grape,US eBay,2024-08-10
CG502948916,C/CGB-JPN-1,"02",2-2,💜 Grape,US eBay,2024-08-23
CG503051639,C/CGB-JPN-1,"02",5-1,💜 Grape,US eBay,2024-08-19
CG503140531,C/CGB-JPN-1,"02",4-2,💜 Grape,US eBay,2024-11-26
CG503271075,C/CGB-JPN-1,"02",2-2,💜 Grape,US eBay,2025-11-12
CG503331540,C/CGB-JPN-1,"02",5-1,💜 Grape,US eBay,2025-11-04
CG503859914,C/CGB-JPN-1,"02",5-1,💜 Grape,US eBay,2025-11-28
CG503870162,C/CGB-JPN-1,"02",3-2,💜 Grape,US eBay,2025-11-17
CG503871527,Missing,"02",?-2,💜 Grape,US eBay,2024-12-22
CG503940100,C/CGB-JPN-1,"02",5-2,💜 Grape,US eBay,2025-01-06
CG504093294,C/CGB-JPN-1,"02",4-1,💜 Grape,US eBay,2024-08-07
CG504105027,C/CGB-JPN-1,"02",2-1,💜 Grape,US eBay,2025-10-25
CG504195516,C/CGB-JPN-1,"02",6-1,💜 Grape,US eBay,2025-11-20
CG504538108,C/CGB-JPN-1,"02",3-1,💜 Grape,US eBay,2025-11-30
CG504705548,C/CGB-JPN-1,"02",6-2,💜 Grape,US eBay,2024-11-10
CG504768093,C/CGB-JPN-1,"02",5-2,💜 Grape,US eBay,2024-07-17
CG504898950,C/CGB-JPN-1,"02",3-1,💜 Grape,US eBay,2024-12-05
CG505256636,C/CGB-JPN-1,"02",6-2,💟 Atomic purple,US eBay,2025-11-25
CG505422956,C/CGB-JPN-1,"02",2-2,💟 Atomic purple,US eBay,2025-12-01
CG505436168,C/CGB-JPN-1,"02",4-2,💟 Atomic purple,US eBay,2024-08-10
CG505731744,C/CGB-JPN-1,"02",5-1,💟 Atomic purple,US eBay,2024-09-10
CG505974233,C/CGB-JPN-1,"02",4-2,💟 Atomic purple,US eBay,2024-08-04
CG506615142,C/CGB-JPN-1,"02",2-2,💟 Atomic purple,US eBay,2024-11-20
CG506626636,C/CGB-JPN-1,"02",2-2,💟 Atomic purple,US eBay,2024-09-08
CG507279084,C/CGB-JPN-1,"03",4-2,💟 Atomic purple,US eBay,2025-11-03
CG507580531,C/CGB-JPN-1,"03",3-2,💟 Atomic purple,US eBay,2024-11-06
CG508068984,C/CGB-JPN-1,"03",6-1,💟 Atomic purple,US eBay,2025-06-04
CG508120484,C/CGB-JPN-1,"03",2-2,💟 Atomic purple,US eBay,2024-11-09
CG508279465,C/CGB-JPN-1,"03",5-1,💟 Atomic purple,US eBay,2025-10-15
CG508392140,C/CGB-JPN-1,"03",4-1,💟 Atomic purple,US eBay,2025-01-11
CG508445341,C/CGB-JPN-1,"03",4-1,💟 Atomic purple,US eBay,2025-05-28
CG508484166,C/CGB-JPN-1,"03",2-2,💟 Atomic purple,US eBay,2025-05-28
CG508610718,C/CGB-JPN-1,"03",4-1,💜 Grape,US eBay,2025-10-25
CG508867235,C/CGB-JPN-1,"03",4-1,💜 Grape,US eBay,2025-10-25
CG510420480,C/CGB-JPN-1,"03",3-2,🩷 Berry,US eBay,2024-11-20
CG510829832,C/CGB-JPN-1,"03",6-2,🩷 Berry,US eBay,2025-11-22
CG511172791,C/CGB-JPN-1,"03",3-1,🩵 Teal,US eBay,2024-12-28
CG511258877,C/CGB-JPN-1,"03",6-2,🩵 Teal,US eBay,2025-11-25
CG511281097,C/CGB-JPN-1,"03",?-1,🩵 Teal,US eBay,2025-11-25
CG511334748,C/CGB-JPN-1,"03",2-1,🩵 Teal,US eBay,2024-08-23
CG511407534,C/CGB-JPN-1,"03",1-1,🩵 Teal,US eBay,2024-11-14
CG511443457,C/CGB-JPN-1,"03",8-2,🩵 Teal,US eBay,2024-12-20
CG511616660,C/CGB-JPN-1,"03",1-2,🩷 Berry,US eBay,2025-11-19
CG511754607,C/CGB-JPN-1,"03",4-2,🩷 Berry,US eBay,2024-09-10
CG511829015,C/CGB-JPN-1,"03",2-2,🩷 Berry,US eBay,2025-11-26
CG511850675,C/CGB-JPN-1,"03",2-2,🩷 Berry,US eBay,2025-06-06
CG512203241,C/CGB-JPN-1,"03",2-2,💟 Atomic purple,US eBay,2025-01-03
CG512353922,C/CGB-JPN-1,"03",3-1,💜 Grape,US eBay,2024-10-29
CG512831130,C/CGB-JPN-1,"03",4-1,🩷 Berry,UK eBay,2024-11-19
CG513537918,C/CGB-JPN-1,"03",2-2,💟 Atomic purple,US eBay,2025-08-07
CG513598728,C/CGB-JPN-1,"03",2-2,💟 Atomic purple,US eBay,2024-11-08
CG513643886,C/CGB-JPN-1,"03",3-1,💟 Atomic purple,US eBay,2025-05-30
CG513647549,C/CGB-JPN-1,"03",5-2,💟 Atomic purple,US eBay,2025-12-01
CG513661378,C/CGB-JPN-1,"03",4-1,💟 Atomic purple,US eBay,2024-12-31
CG514004914,C/CGB-JPN-1,"03",6-1,💜 Grape,US eBay,2025-11-11
CG514242439,C/CGB-JPN-1,"03",2-1,💜 Grape,US eBay,2025-11-21
CG514439143,C/CGB-JPN-1,"03",1-2,💜 Grape,US eBay,2025-11-11
CG514475516,C/CGB-JPN-1,"03",3-1,💜 Grape,US eBay,2025-05-21
CG514888705,C/CGB-JPN-1,"03",2-2,🩵 Teal,US eBay,2025-01-06
CG515091005,C/CGB-JPN-1,"03",3-2,🩵 Teal,US eBay,2024-11-17
CG515235492,C/CGB-JPN-1,"03",4-1,💜 Grape,US eBay,2025-01-07
CG515560198,C/CGB-JPN-1,"03",3-2,💜 Grape,US eBay,2024-11-08
CG515827451,C/CGB-JPN-1,"03",3-2,💜 Grape,US eBay,2025-01-13
CG515842010,C/CGB-JPN-1,"03",4-1,💜 Grape,US eBay,2025-11-25
CG516014560,C/CGB-JPN-1,"03",6-1,🩷 Berry,US eBay,2024-08-22
CG516115847,C/CGB-JPN-1,"03",?-?,🩷 Berry,US eBay,2024-11-21
CG516152965,C/CGB-JPN-1,"03",6-2,🩷 Berry,US eBay,2024-08-30
CG516356240,C/CGB-JPN-1,"03",3-2,🩷 Berry,US eBay,2025-01-16
CG516452607,C/CGB-JPN-1,"03",5-1,🩷 Berry,US eBay,2025-01-13
CG516480426,C/CGB-JPN-1,"03",2-1,🩷 Berry,US eBay,2024-08-30
CG516588313,C/CGB-JPN-1,"03",2-1,🩷 Berry,US eBay,2025-06-06
CG516909057,C/CGB-JPN-1,"03",5-1,🩷 Berry,US eBay,2025-11-30
CG517151301,C/CGB-JPN-1,"03",?-?,🩵 Teal,US eBay,2024-08-30
CG517332656,C/CGB-JPN-1,"03",3-1,🩵 Teal,US eBay,2025-11-29
CG517557127,C/CGB-JPN-1,"03",1-1,💜 Grape,US eBay,2025-11-08
CG518236793,C/CGB-JPN-1,"03",5-2,🩷 Berry,US eBay,2024-08-14
CG518255565,C/CGB-JPN-1,"03",6-2,🩷 Berry,US eBay,2025-11-16
CG518599409,C/CGB-JPN-1,"03",4-1,🩷 Berry,US eBay,2024-08-13
CG518787516,C/CGB-JPN-1,"03",6-2,🩷 Berry,US eBay,2024-12-01
CG518875381,C/CGB-JPN-1,"03",6-1,🩷 Berry,US eBay,2024-08-28
CG519097096,C/CGB-JPN-1,"03",3-1,🩵 Teal,US eBay,2024-11-04
CG519667374,C/CGB-JPN-1,"03",6-1,🩷 Berry,US eBay,2025-10-16
CG520004489,C/CGB-JPN-1,"03",5-1,💜 Grape,US eBay,2025-10-25
CG520111361,C/CGB-JPN-1,"03",1-1,💜 Grape,US eBay,2025-11-05
CG520204629,C/CGB-JPN-1,"03",1-1,💜 Grape,US eBay,2024-08-14
CG520699005,C/CGB-JPN-1,"03",1-1,🩷 Berry,US eBay,2025-10-28
CG520827743,C/CGB-JPN-1,"03",5-2,🩵 Teal,US eBay,2025-01-06
CG520830699,C/CGB-JPN-1,"03",3-2,🩵 Teal,US eBay,2024-07-17
CG521333045,C/CGB-JPN-1,"03",3-1,🩵 Teal,US eBay,2025-11-17
CG521407012,C/CGB-JPN-1,"03",6-1,💜 Grape,AU eBay,2025-11-22
CG521783741,C/CGB-JPN-1,"03",2-1,💜 Grape,US eBay,2024-12-20
CG521833958,C/CGB-JPN-1,"03",6-2,💜 Grape,US eBay,2025-01-04
CG521941097,C/CGB-JPN-1,"03",5-2,💜 Grape,US eBay,2024-11-10
CG522022412,C/CGB-JPN-1,"03",5-1,💟 Atomic purple,US eBay,2025-01-01
CG522107638,C/CGB-JPN-1,"03",3-2,💟 Atomic purple,US eBay,2025-01-03
CG522673485,C/CGB-JPN-1,"03",6-2,💟 Atomic purple,US eBay,2024-12-07
CG522896143,C/CGB-JPN-1,"03",4-2,💟 Atomic purple,US eBay,2025-05-31
CG523054085,C/CGB-JPN-1,"03",4-2,🩵 Teal,US eBay,2024-12-08
CG523062509,C/CGB-JPN-1,"03",1-1,🩵 Teal,US eBay,2024-12-05
CG523498346,C/CGB-JPN-1,"03",5-2,💜 Grape,US eBay,2024-11-10
CG523577140,C/CGB-JPN-1,"03",3-1,💜 Grape,US eBay,2025-11-26
CG523586074,C/CGB-JPN-1,"03",?-2,💜 Grape,US eBay,2025-11-19
CG523704089,C/CGB-JPN-1,"03",3-1,💟 Atomic purple,UK eBay,2024-07-11
CG523736189,C/CGB-JPN-1,"03",6-1,💟 Atomic purple,US eBay,2024-11-22
CG523763321,C/CGB-JPN-1,"03",?-1,💟 Atomic purple,US eBay,2024-09-04
CG524271030,C/CGB-JPN-1,"03",3-2,💟 Atomic purple,US eBay,2024-11-25
CG524701537,C/CGB-JPN-1,"03",1-1,🩵 Teal,US eBay,2024-08-12
CG524906147,Reproduction,"03",?-1,🩵 Teal,US eBay,2025-05-30
CG525300357,C/CGB-JPN-1,"03",?-1,💜 Grape,US eBay,2025-11-11
CG525681814,C/CGB-JPN-1,"03",3-1,💟 Atomic purple,UK eBay,2023-06-19
CG526003769,C/CGB-JPN-1,"03",4-1,💟 Atomic purple,US eBay,2024-12-05
CG526034756,C/CGB-JPN-1,"03",6-1,🩵 Teal,US eBay,2024-12-08
CG526531897,C/CGB-JPN-1,"03",6-1,💟 Atomic purple,US eBay,2024-12-15
CG526693076,C/CGB-JPN-1,"03",3-1,💟 Atomic purple,US eBay,2024-08-12
CG526940613,C/CGB-JPN-1,"03",2-1,🩵 Teal,US eBay,2025-05-31
CG527560704,C/CGB-JPN-1,"03",1-1,🩵 Teal,US eBay,2025-01-03
CG528155893,C/CGB-JPN-1,"03",5-2,💚 Kiwi,US eBay,2024-12-15
CG528428430,C/CGB-JPN-1,"03",6-1,🩵 Teal,US eBay,2024-11-10
CG528458048,C/CGB-JPN-1,"03",2-2,💚 Kiwi,CA eBay,2024-08-30
CG528601765,C/CGB-JPN-1,"04",4-1,💟 Atomic purple,US eBay,2024-12-06
CG528620773,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-07-17
CG528717244,C/CGB-JPN-1,"04",6-2,💟 Atomic purple,US eBay,2025-06-04
CG528763647,C/CGB-JPN-1,"04",4-1,💟 Atomic purple,UK eBay,2022-08-14
CG528949607,C/CGB-JPN-1,"04",5-1,💟 Atomic purple,US eBay,2024-12-05
CG529065948,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-08-12
CG529891448,C/CGB-JPN-1,"04",5-2,💚 Kiwi,CA eBay,2024-08-13
CG530552321,C/CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2024-09-28
CG530806462,C/CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2024-09-12
CG530846536,C/CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2025-11-25
CG531571000,C/CGB-JPN-1,"04",1-1,💟 Atomic purple,US eBay,2024-08-02
CG532064211,C/CGB-JPN-1,"04",2-1,💜 Grape,US eBay,2024-08-30
CG532104726,C/CGB-JPN-1,"04",4-1,💜 Grape,US eBay,2025-11-28
CG532716813,C/CGB-JPN-1,"04",1-1,💜 Grape,US eBay,2024-12-01
CG532817626,C/CGB-JPN-1,"04",2-1,💜 Grape,US eBay,2024-08-08
CG532826529,C/CGB-JPN-1,"04",1-1,💜 Grape,US eBay,2024-09-08
CG533021800,C/CGB-JPN-1,"04",3-2,💚 Kiwi,US eBay,2024-11-09
CG533134210,C/CGB-JPN-1,"04",2-1,💚 Kiwi,US eBay,2024-07-29
CG534014290,C/CGB-JPN-1,"04",2-2,💟 Atomic purple,CA eBay,2025-01-22
CG534020727,C/CGB-JPN-1,"04",3-1,💟 Atomic purple,US eBay,2025-05-20
CG534269287,C/CGB-JPN-1,"04",4-2,💟 Atomic purple,US eBay,2025-01-13
CG534382665,C/CGB-JPN-1,"04",3-2,💟 Atomic purple,US eBay,2024-07-27
CG534680167,C/CGB-JPN-1,"04",1-2,💟 Atomic purple,US eBay,2024-11-23
CG534901804,C/CGB-JPN-1,"04",3-2,💜 Grape,US eBay,2025-11-18
CG534940735,C/CGB-JPN-1,"04",6-2,💜 Grape,US eBay,2025-11-29
CG535043367,C/CGB-JPN-1,"04",2-1,💜 Grape,US eBay,2025-11-26
CG535070301,C/CGB-JPN-1,"04",?-2,💜 Grape,US eBay,2024-12-15
CG536246934,C/CGB-JPN-1,"04",?-2,💚 Kiwi,US eBay,2025-11-12
CG536268462,C/CGB-JPN-1,"04",2-2,💚 Kiwi,US eBay,2024-08-10
CG536386487,C/CGB-JPN-1,"04",3-2,💚 Kiwi,US eBay,2024-09-15
CG536409629,C/CGB-JPN-1,"04",3-1,💚 Kiwi,US eBay,2024-08-16
CG536664974,C/CGB-JPN-1,"04",4-2,💜 Grape,US eBay,2025-06-04
CG536675949,C/CGB-JPN-1,"04",1-2,💜 Grape,US eBay,2025-01-19
CG536763257,C/CGB-JPN-1,"04",5-1,💜 Grape,US eBay,2024-12-21
CG536818476,C/CGB-JPN-1,"04",4-1,💜 Grape,US eBay,2024-09-11
CG536929806,C/CGB-JPN-1,"04",5-1,🩷 Berry,US eBay,2024-11-19
CG537041460,C/CGB-JPN-1,"04",4-2,💛 Dandelion,US eBay,2024-08-15
CG537316971,C/CGB-JPN-1,"05",2-1,💟 Atomic purple,UK eBay,2023-05-21
CG537462524,C/CGB-JPN-1,"04",6-1,💟 Atomic purple,UK eBay,2025-01-04
CG537737226,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-12-28
CG537978131,C/CGB-JPN-1,"04",?-1,💟 Atomic purple,US eBay,2024-11-06
CG538044613,C/CGB-JPN-1,"04",5-2,💟 Atomic purple,US eBay,2024-11-06
CG538385310,C/CGB-JPN-1,"04",4-2,💚 Kiwi,US eBay,2024-08-02
CG538502519,Missing,"04",4-1,💚 Kiwi,US eBay,2024-08-19
CG538515533,C/CGB-JPN-1,"04",?-1,💚 Kiwi,US eBay,2024-10-29
CG538737782,C/CGB-JPN-1,"04",5-2,💚 Kiwi,US eBay,2025-11-04
